FLDATE,QC_modify_Date,ou,FLYPITCODE,Itemdesc,pt,dn,FLYPGRADE,grade_actual,Grade_Type,Department,BM_Line,repack,packingfor,FLYPNETWT
2026-01-11,2026-01-16,6,TX-DNM-14,Raw Indigo Denim,Denim,14oz,B,D,downgrade,FINISHING,STEAM-01,1,Export,411.2
2026-01-30,2026-02-04,6,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,B,D,downgrade,CUTTING,CUT-LINE3,1,Export,158.26
2025-07-16,2025-07-17,6,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,A,A,Firstgrade,KNITTING,KNIT-04,1,Domestic,100.59
2026-01-03,2026-01-07,5,TX-CAN-40,Heavy Canvas,Canvas,400gsm,A1,C,downgrade,KNITTING,KNIT-04,1,Domestic,465.39
2025-08-27,2025-08-30,6,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,A1,C,downgrade,DYEING,DYE-JET2,1,Export,59.62
2025-03-18,2025-03-23,5,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,A,A,Firstgrade,CUTTING,CUT-LINE3,0,Export,44.61
2025-09-04,2025-09-09,5,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,B,C,downgrade,FINISHING,STEAM-01,1,Domestic,68.23
2025-10-08,2025-10-10,5,TX-CAN-40,Heavy Canvas,Canvas,400gsm,C,C,Firstgrade,FINISHING,STEAM-01,0,Domestic,513.65
2025-08-24,2025-08-28,5,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,A,A,Firstgrade,WEAVING,LOOM-A1,1,Export,25.11
2025-12-04,2025-12-05,5,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,C,C,Firstgrade,DYEING,DYE-JET2,1,Export,64.92
2025-03-19,2025-03-24,5,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,A,A,Firstgrade,WEAVING,LOOM-A1,0,Domestic,21.6
2025-10-21,2025-10-24,5,TX-CAN-40,Heavy Canvas,Canvas,400gsm,B,C,downgrade,FINISHING,STEAM-01,1,Export,467.98
2025-12-02,2025-12-04,6,TX-CAN-40,Heavy Canvas,Canvas,400gsm,A1,D,downgrade,FINISHING,STEAM-01,1,Export,492.93
2025-12-17,2025-12-20,6,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,A1,A1,Firstgrade,WEAVING,LOOM-A1,0,Export,189.12
2026-01-07,2026-01-12,6,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A1,A1,Firstgrade,WEAVING,LOOM-A1,0,Export,430.74
2025-07-22,2025-07-25,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A,C,downgrade,DYEING,DYE-JET2,1,Domestic,349.8
2025-03-16,2025-03-20,6,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,C,D,downgrade,FINISHING,STEAM-01,1,Domestic,111.83
2025-11-04,2025-11-05,6,TX-CAN-40,Heavy Canvas,Canvas,400gsm,B,B,Firstgrade,KNITTING,KNIT-04,0,Capt Packing,333.86
2025-06-06,2025-06-07,5,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,B,B,Firstgrade,WEAVING,LOOM-A1,0,Domestic,100.75
2025-10-22,2025-10-25,5,TX-CAN-40,Heavy Canvas,Canvas,400gsm,A,A,Firstgrade,FINISHING,STEAM-01,0,Capt Packing,451.19
2025-08-02,2025-08-03,6,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,A,A,Firstgrade,DYEING,DYE-JET2,0,Export,79.75
2025-07-22,2025-07-24,5,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,A1,A1,Firstgrade,FINISHING,STEAM-01,0,Capt Packing,184.07
2025-02-24,2025-03-01,6,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A,A,Firstgrade,KNITTING,KNIT-04,0,Export,426.67
2025-08-23,2025-08-24,5,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,A,A,Firstgrade,FINISHING,STEAM-01,0,Export,77.42
2025-04-21,2025-04-22,6,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,A,A,Firstgrade,KNITTING,KNIT-04,1,Export,127.9
2025-11-15,2025-11-16,6,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A,A,Firstgrade,KNITTING,KNIT-04,0,Domestic,503.46
2025-03-24,2025-03-27,5,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,C,C,Firstgrade,FINISHING,STEAM-01,0,Capt Packing,124.0
2025-05-15,2025-05-18,5,TX-SIL-60,Mulberry Silk Satin,Satin,60gsm,D,D,Firstgrade,WEAVING,LOOM-A1,0,Domestic,7.02
2025-09-12,2025-09-17,5,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,A1,D,downgrade,CUTTING,CUT-LINE3,1,Capt Packing,23.14
2025-09-22,2025-09-23,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,B,B,Firstgrade,DYEING,DYE-JET2,0,Export,409.24
2025-12-13,2025-12-14,6,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,C,D,downgrade,WEAVING,LOOM-A1,1,Export,197.21
2025-11-05,2025-11-06,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,C,A1,Firstgrade,DYEING,DYE-JET2,1,Domestic,300.42
2026-02-23,2026-02-27,5,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,A,D,downgrade,CUTTING,CUT-LINE3,1,Export,178.94
2025-05-23,2025-05-25,6,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,B,C,downgrade,WEAVING,LOOM-A1,1,Domestic,12.77
2025-10-14,2025-10-16,6,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,D,B,Firstgrade,KNITTING,KNIT-04,1,Domestic,171.63
2025-05-09,2025-05-14,6,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A,A,Firstgrade,WEAVING,LOOM-A1,0,Export,267.49
2025-12-31,2026-01-03,6,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,B,B,Firstgrade,WEAVING,LOOM-A1,0,Export,159.51
2025-03-14,2025-03-19,5,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,A,A1,downgrade,KNITTING,KNIT-04,1,Capt Packing,134.16
2025-03-05,2025-03-06,6,TX-DNM-14,Raw Indigo Denim,Denim,14oz,B,B,Firstgrade,WEAVING,LOOM-A1,0,Export,345.89
2026-02-13,2026-02-14,5,TX-CAN-40,Heavy Canvas,Canvas,400gsm,A,A,Firstgrade,FINISHING,STEAM-01,0,Capt Packing,308.56
2025-08-04,2025-08-07,5,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,B,D,downgrade,WEAVING,LOOM-A1,1,Domestic,212.88
2025-04-03,2025-04-06,6,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,D,D,Firstgrade,KNITTING,KNIT-04,0,Domestic,150.81
2026-01-31,2026-02-02,5,TX-CAN-40,Heavy Canvas,Canvas,400gsm,A,D,downgrade,FINISHING,STEAM-01,1,Export,657.7
2025-06-27,2025-07-02,5,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,A1,C,downgrade,KNITTING,KNIT-04,1,Domestic,21.3
2025-10-30,2025-11-04,6,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,A,A1,downgrade,KNITTING,KNIT-04,1,Export,37.0
2025-04-04,2025-04-06,6,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A,A,Firstgrade,FINISHING,STEAM-01,0,Export,354.02
2025-11-09,2025-11-12,5,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,B,B,Firstgrade,FINISHING,STEAM-01,0,Domestic,155.33
2025-06-05,2025-06-07,5,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,A,C,downgrade,FINISHING,STEAM-01,1,Domestic,11.54
2025-12-20,2025-12-23,6,TX-SIL-60,Mulberry Silk Satin,Satin,60gsm,D,D,Firstgrade,KNITTING,KNIT-04,0,Domestic,13.46
2026-01-27,2026-01-30,5,TX-SIL-60,Mulberry Silk Satin,Satin,60gsm,A,A,Firstgrade,KNITTING,KNIT-04,1,Export,3.26
2025-06-23,2025-06-26,6,TX-CAN-40,Heavy Canvas,Canvas,400gsm,A1,A1,Firstgrade,WEAVING,LOOM-A1,0,Domestic,504.62
2025-03-21,2025-03-23,6,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,A,A,Firstgrade,FINISHING,STEAM-01,0,Export,101.98
2025-09-19,2025-09-24,6,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,B,B,Firstgrade,DYEING,DYE-JET2,0,Export,59.51
2026-01-28,2026-02-02,6,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,A,A,Firstgrade,FINISHING,STEAM-01,1,Export,279.92
2025-09-08,2025-09-10,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,C,C,Firstgrade,KNITTING,KNIT-04,0,Domestic,331.58
2025-09-14,2025-09-18,5,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,A1,A1,Firstgrade,CUTTING,CUT-LINE3,0,Capt Packing,78.41
2025-09-03,2025-09-05,5,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,A,A,Firstgrade,DYEING,DYE-JET2,0,Export,9.81
2025-10-31,2025-11-03,6,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A1,A1,Firstgrade,DYEING,DYE-JET2,0,Domestic,386.27
2025-03-15,2025-03-20,5,TX-SIL-60,Mulberry Silk Satin,Satin,60gsm,A1,A1,Firstgrade,CUTTING,CUT-LINE3,1,Domestic,13.77
2025-09-10,2025-09-15,5,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,D,D,Firstgrade,KNITTING,KNIT-04,1,Domestic,137.17
2025-11-15,2025-11-16,6,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,A1,A1,Firstgrade,WEAVING,LOOM-A1,0,Domestic,186.74
2026-03-03,2026-03-04,6,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,A1,A1,Firstgrade,KNITTING,KNIT-04,0,Export,65.68
2025-08-30,2025-08-31,6,TX-DNM-14,Raw Indigo Denim,Denim,14oz,D,D,Firstgrade,KNITTING,KNIT-04,0,Capt Packing,455.63
2025-09-21,2025-09-25,6,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,A,D,downgrade,DYEING,DYE-JET2,1,Export,196.61
2025-08-07,2025-08-10,5,TX-SIL-60,Mulberry Silk Satin,Satin,60gsm,B,C,downgrade,KNITTING,KNIT-04,1,Domestic,16.77
2025-09-09,2025-09-11,5,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,A,C,downgrade,KNITTING,KNIT-04,1,Domestic,59.18
2026-01-06,2026-01-07,6,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,D,D,Firstgrade,FINISHING,STEAM-01,0,Export,216.43
2025-10-23,2025-10-24,5,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,C,C,Firstgrade,WEAVING,LOOM-A1,0,Domestic,160.95
2025-10-06,2025-10-10,6,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,D,D,Firstgrade,WEAVING,LOOM-A1,0,Export,43.12
2025-05-05,2025-05-10,5,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,B,B,Firstgrade,FINISHING,STEAM-01,0,Capt Packing,86.06
2025-08-16,2025-08-20,6,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A,B,downgrade,KNITTING,KNIT-04,1,Domestic,334.33
2025-10-02,2025-10-05,6,TX-DNM-14,Raw Indigo Denim,Denim,14oz,B,B,Firstgrade,DYEING,DYE-JET2,0,Export,388.67
2025-05-30,2025-06-01,6,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,A,A,Firstgrade,CUTTING,CUT-LINE3,0,Capt Packing,88.93
2026-03-05,2026-03-07,6,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,B,B,Firstgrade,FINISHING,STEAM-01,0,Export,291.71
2025-07-24,2025-07-26,5,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,A,D,downgrade,KNITTING,KNIT-04,1,Domestic,96.97
2025-04-21,2025-04-24,6,TX-DNM-14,Raw Indigo Denim,Denim,14oz,B,C,downgrade,FINISHING,STEAM-01,1,Capt Packing,548.9
2025-02-26,2025-02-27,6,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,B,B,Firstgrade,KNITTING,KNIT-04,0,Export,152.69
2025-12-01,2025-12-02,5,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,A,A,Firstgrade,KNITTING,KNIT-04,0,Export,109.42
2025-03-30,2025-03-31,5,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,A1,A1,Firstgrade,DYEING,DYE-JET2,0,Domestic,117.28
2025-05-25,2025-05-28,6,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,A1,A1,Firstgrade,KNITTING,KNIT-04,0,Capt Packing,43.76
2025-06-28,2025-07-02,5,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,B,B,Firstgrade,FINISHING,STEAM-01,0,Capt Packing,126.65
2025-04-02,2025-04-04,6,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,A1,A1,Firstgrade,KNITTING,KNIT-04,0,Domestic,98.45
2025-08-16,2025-08-18,6,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,A,A1,downgrade,KNITTING,KNIT-04,1,Capt Packing,288.54
2025-08-04,2025-08-06,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A,A,Firstgrade,KNITTING,KNIT-04,0,Domestic,452.98
2026-02-16,2026-02-17,5,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,A,A,Firstgrade,WEAVING,LOOM-A1,0,Capt Packing,82.36
2025-05-31,2025-06-02,6,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,B,D,downgrade,WEAVING,LOOM-A1,1,Export,127.17
2025-08-28,2025-08-31,5,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,A1,A1,Firstgrade,KNITTING,KNIT-04,0,Domestic,62.39
2025-06-30,2025-07-04,5,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,A,D,downgrade,WEAVING,LOOM-A1,1,Domestic,83.81
2025-09-21,2025-09-23,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A1,A1,Firstgrade,DYEING,DYE-JET2,0,Domestic,504.73
2025-07-17,2025-07-22,6,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,A1,A1,Firstgrade,FINISHING,STEAM-01,0,Domestic,155.48
2025-10-27,2025-10-31,5,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,C,C,Firstgrade,CUTTING,CUT-LINE3,0,Export,23.77
2025-08-12,2025-08-14,5,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,B,D,downgrade,KNITTING,KNIT-04,1,Export,14.59
2025-08-06,2025-08-10,5,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,B,B,Firstgrade,FINISHING,STEAM-01,0,Capt Packing,35.76
2025-04-24,2025-04-29,5,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,C,C,Firstgrade,WEAVING,LOOM-A1,0,Domestic,254.12
2025-10-21,2025-10-26,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,B,B,Firstgrade,WEAVING,LOOM-A1,0,Export,299.33
2025-07-11,2025-07-12,5,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,C,C,Firstgrade,WEAVING,LOOM-A1,0,Domestic,11.75
2025-06-14,2025-06-15,6,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,A,A,Firstgrade,DYEING,DYE-JET2,0,Domestic,81.42
2025-02-24,2025-02-28,5,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,A,A,Firstgrade,KNITTING,KNIT-04,1,Capt Packing,57.62
2025-06-20,2025-06-22,5,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,B,D,downgrade,KNITTING,KNIT-04,1,Domestic,210.88
2025-07-09,2025-07-12,6,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,A1,A1,Firstgrade,FINISHING,STEAM-01,0,Domestic,216.74
2025-04-09,2025-04-14,5,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,A1,A1,Firstgrade,DYEING,DYE-JET2,0,Export,29.25
2025-05-12,2025-05-14,5,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,A,A,Firstgrade,WEAVING,LOOM-A1,0,Export,76.0
2025-11-01,2025-11-05,6,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,A1,A1,Firstgrade,DYEING,DYE-JET2,0,Capt Packing,140.69
2025-09-25,2025-09-27,5,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,B,B,Firstgrade,FINISHING,STEAM-01,0,Capt Packing,71.76
2025-05-03,2025-05-06,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,B,B,Firstgrade,WEAVING,LOOM-A1,1,Export,298.55
2025-09-20,2025-09-22,6,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,A1,A1,Firstgrade,FINISHING,STEAM-01,0,Export,35.23
2025-10-06,2025-10-08,6,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,D,D,Firstgrade,WEAVING,LOOM-A1,0,Capt Packing,98.82
2025-12-24,2025-12-27,6,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,A,A,Firstgrade,FINISHING,STEAM-01,0,Capt Packing,130.46
2025-07-01,2025-07-02,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A,A,Firstgrade,FINISHING,STEAM-01,1,Domestic,361.41
2025-09-05,2025-09-07,5,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,A1,A1,Firstgrade,FINISHING,STEAM-01,0,Capt Packing,24.28
2025-08-06,2025-08-08,6,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,C,C,Firstgrade,FINISHING,STEAM-01,0,Capt Packing,188.56
2025-08-07,2025-08-10,5,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,A,A,Firstgrade,FINISHING,STEAM-01,0,Capt Packing,107.01
2025-10-17,2025-10-18,5,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,B,D,downgrade,WEAVING,LOOM-A1,1,Export,180.96
2025-10-08,2025-10-12,5,TX-CAN-40,Heavy Canvas,Canvas,400gsm,B,B,Firstgrade,WEAVING,LOOM-A1,0,Domestic,572.02
2025-03-12,2025-03-13,6,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,C,D,downgrade,FINISHING,STEAM-01,1,Domestic,16.8
2025-12-23,2025-12-26,6,TX-CAN-40,Heavy Canvas,Canvas,400gsm,A,B,downgrade,WEAVING,LOOM-A1,1,Export,255.19
2025-09-10,2025-09-15,5,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,A,A,Firstgrade,WEAVING,LOOM-A1,0,Export,21.88
2025-10-21,2025-10-23,6,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A,A,Firstgrade,FINISHING,STEAM-01,0,Export,240.81
2025-05-14,2025-05-18,5,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,D,D,Firstgrade,KNITTING,KNIT-04,1,Domestic,153.0
2025-08-26,2025-08-30,5,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,A1,A1,Firstgrade,DYEING,DYE-JET2,0,Export,21.54
2025-10-24,2025-10-28,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A,A,Firstgrade,DYEING,DYE-JET2,0,Domestic,392.17
2025-08-21,2025-08-24,5,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,B,B,Firstgrade,FINISHING,STEAM-01,0,Export,87.02
2025-11-30,2025-12-03,6,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,A,A,Firstgrade,WEAVING,LOOM-A1,0,Export,223.48
2025-04-29,2025-04-30,5,TX-CAN-40,Heavy Canvas,Canvas,400gsm,B,C,downgrade,KNITTING,KNIT-04,1,Capt Packing,331.29
2025-09-28,2025-10-03,5,TX-SIL-60,Mulberry Silk Satin,Satin,60gsm,B,B,Firstgrade,WEAVING,LOOM-A1,0,Export,7.84
2025-12-20,2025-12-21,6,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,B,B,Firstgrade,WEAVING,LOOM-A1,0,Domestic,164.06
2025-10-21,2025-10-22,5,TX-CAN-40,Heavy Canvas,Canvas,400gsm,A,A,Firstgrade,CUTTING,CUT-LINE3,0,Export,523.76
2025-09-21,2025-09-24,6,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A,A,Firstgrade,FINISHING,STEAM-01,0,Export,413.05
2026-01-30,2026-01-31,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,B,A,Firstgrade,DYEING,DYE-JET2,1,Domestic,315.0
2025-08-19,2025-08-22,6,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,A,B,downgrade,WEAVING,LOOM-A1,1,Capt Packing,51.95
2026-01-20,2026-01-25,5,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,A,A1,downgrade,WEAVING,LOOM-A1,1,Export,20.62
2025-12-11,2025-12-13,6,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,A,A,Firstgrade,CUTTING,CUT-LINE3,0,Export,116.34
2025-12-05,2025-12-08,5,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,B,B,Firstgrade,CUTTING,CUT-LINE3,0,Export,155.14
2025-07-11,2025-07-16,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A,A,Firstgrade,DYEING,DYE-JET2,0,Domestic,459.7
2025-03-26,2025-03-27,6,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,B,C,downgrade,KNITTING,KNIT-04,1,Export,93.05
2025-08-06,2025-08-10,6,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,A,A,Firstgrade,CUTTING,CUT-LINE3,0,Export,37.35
2025-11-06,2025-11-08,5,TX-CAN-40,Heavy Canvas,Canvas,400gsm,A1,A1,Firstgrade,CUTTING,CUT-LINE3,0,Capt Packing,505.05
2025-08-02,2025-08-07,6,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,A1,A1,Firstgrade,WEAVING,LOOM-A1,0,Domestic,28.14
2025-09-22,2025-09-26,5,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,A1,A1,Firstgrade,KNITTING,KNIT-04,0,Export,289.58
2025-10-14,2025-10-19,6,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,B,C,downgrade,DYEING,DYE-JET2,1,Export,35.8
2025-05-04,2025-05-06,5,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,A,D,downgrade,KNITTING,KNIT-04,1,Domestic,18.78
2025-06-19,2025-06-23,6,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,C,C,Firstgrade,WEAVING,LOOM-A1,0,Capt Packing,27.44
2025-10-30,2025-10-31,6,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,D,D,Firstgrade,WEAVING,LOOM-A1,1,Export,60.01
2025-11-24,2025-11-27,5,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,C,C,Firstgrade,WEAVING,LOOM-A1,0,Capt Packing,145.07
2025-08-13,2025-08-16,6,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,A,A,Firstgrade,FINISHING,STEAM-01,1,Export,34.24
2025-06-06,2025-06-11,5,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,A1,A1,Firstgrade,FINISHING,STEAM-01,0,Export,113.36
2026-03-08,2026-03-13,6,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,A,B,downgrade,WEAVING,LOOM-A1,1,Export,32.22
2025-05-27,2025-05-28,6,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,B,B,Firstgrade,DYEING,DYE-JET2,0,Export,208.12
2025-10-31,2025-11-04,5,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,B,C,downgrade,CUTTING,CUT-LINE3,1,Capt Packing,74.45
2026-01-29,2026-02-02,5,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,D,D,Firstgrade,KNITTING,KNIT-04,0,Capt Packing,60.81
2025-09-01,2025-09-05,6,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,A1,A1,Firstgrade,DYEING,DYE-JET2,0,Capt Packing,65.5
2025-10-12,2025-10-16,5,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,A1,A1,Firstgrade,FINISHING,STEAM-01,0,Export,11.96
2025-09-13,2025-09-14,5,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,A,A,Firstgrade,WEAVING,LOOM-A1,0,Export,80.66
2025-09-18,2025-09-19,5,TX-CAN-40,Heavy Canvas,Canvas,400gsm,B,B,Firstgrade,WEAVING,LOOM-A1,0,Domestic,534.27
2025-10-20,2025-10-22,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,B,A1,Firstgrade,WEAVING,LOOM-A1,1,Export,463.61
2025-05-01,2025-05-05,6,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,C,C,Firstgrade,DYEING,DYE-JET2,0,Domestic,200.13
2026-01-02,2026-01-03,5,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,A,A,Firstgrade,DYEING,DYE-JET2,0,Domestic,155.23
2026-01-15,2026-01-20,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A,A,Firstgrade,FINISHING,STEAM-01,1,Export,391.3
2025-09-21,2025-09-24,5,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,B,B,Firstgrade,KNITTING,KNIT-04,0,Export,181.09
2025-05-18,2025-05-19,6,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,B,B,Firstgrade,WEAVING,LOOM-A1,0,Export,191.72
2025-11-02,2025-11-05,6,TX-SIL-60,Mulberry Silk Satin,Satin,60gsm,A,A,Firstgrade,KNITTING,KNIT-04,0,Export,7.19
2026-01-13,2026-01-15,5,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,A1,A1,Firstgrade,DYEING,DYE-JET2,0,Export,250.67
2025-08-13,2025-08-17,5,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,A,A,Firstgrade,WEAVING,LOOM-A1,1,Capt Packing,27.27
2025-01-13,2025-01-17,5,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,B,D,downgrade,DYEING,DYE-JET2,1,Capt Packing,204.71
2025-10-23,2025-10-25,6,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,B,B,Firstgrade,KNITTING,KNIT-04,0,Export,44.45
2025-08-20,2025-08-25,5,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,B,B,Firstgrade,WEAVING,LOOM-A1,0,Export,208.27
2025-04-08,2025-04-12,5,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,A1,C,downgrade,KNITTING,KNIT-04,1,Export,287.31
2025-06-06,2025-06-07,5,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,A1,A1,Firstgrade,KNITTING,KNIT-04,1,Export,67.48
2026-01-03,2026-01-04,5,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,A,A,Firstgrade,CUTTING,CUT-LINE3,1,Export,49.04
2025-05-03,2025-05-04,5,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,A1,A1,Firstgrade,WEAVING,LOOM-A1,0,Domestic,246.94
2025-05-31,2025-06-05,5,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,A,A,Firstgrade,KNITTING,KNIT-04,1,Export,138.84
2025-09-30,2025-10-01,6,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,A1,C,downgrade,WEAVING,LOOM-A1,1,Export,102.88
